Year,Afghanistan,Africa,Africa (GCP),Albania,Algeria,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Asia (GCP),Asia (excl. China and India),Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Central America (GCP),Chad,Chile,China,Christmas Island,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,Europe (GCP),Europe (excl. EU-27),Europe (excl. EU-28),European Union (27),European Union (28),Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High-income countries,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International aviation,International shipping,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kuwaiti Oil Fires (GCP),Kyrgyzstan,Laos,Latvia,Lebanon,Leeward Islands (GCP),Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low-income countries,Lower-middle-income countries,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Middle East (GCP),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Non-OECD (GCP),North America,North America (GCP),North America (excl. USA),North Korea,North Macedonia,Norway,OECD (GCP),Oceania,Oceania (GCP),Oman,Pakistan,Palau,Palestine,Panama,Panama Canal Zone (GCP),Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Ryukyu Islands (GCP),Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South America (GCP),South Korea,South Sudan,Spain,Sri Lanka,St. Kitts-Nevis-Anguilla (GCP),Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper-middle-income countries,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,World,Yemen,Zambia,Zimbabwe
1923,,29044528.0,29044528.0,,14656.0,0.0,,,,,8445520.0,100139.0,,199207040.0,186155870.0,114717600.0,25684384.0,17777728.0,600267.0,,,,,1265048.0,71884020.0,,,,0.0,,,1030732.06,,4616640.0,,0.0,1604832.0,,,,,92981330.0,,,1209120.0,,3044784.0,46517556.0,,186864.0,,,,,0.0,1120438.0,,,,30868094.0,161216.0,10526672.0,,,,,36640.0,468992.0,,,,458602.0,,,1335736800.0,1335736800.0,512338000.0,57445068.0,823398850.0,1278291800.0,,,1476592.0,184189280.0,,,,186263.0,331929100.0,,919664.0,0.0,,,0.0,,,,3394429400.0,,,11860368.0,,37971890.0,9588688.0,,,11578240.0,,,,26824144.0,,75907090.0,,3012856.0,,,,,,260227.0,,300536.0,,,,,,,470292.0,1115784.0,65265656.0,,0.0,,,2583120.0,,,,,0.0,,72037900.0,,13051168.0,467820.0,,101722.0,,,,,,,,27197872.0,,3836208.0,,,472656.0,,223700660.0,2062964200.0,2061755000.0,166228350.0,954568.0,590246.0,6793056.0,3452532500.0,29520592.0,29520590.0,,,,,,,0.0,,2978832.0,76944.0,52549090.0,2678384.0,,8474832.0,27730650.0,,,,,,,,,,,,2993490.0,,0.0,0.0,,9926882.0,853834.0,,,26443088.0,19759952.0,19759952.0,53032.0,,17213472.0,,,,,12294173.0,7665088.0,,3832544.0,148334.0,,,,,1209120.0,,1472928.0,379775.0,,0.0,,8807217.0,,454892930.0,1896735900.0,215422290.0,,1179623.0,,450672.0,2802960.0,,3676233200.0,,,1483920.0
1924,,30631040.0,30631038.0,,29312.0,0.0,,,,,10959024.0,119306.0,,213276580.0,197319870.0,123802540.0,28190650.0,20093376.0,715163.0,,,,,1507186.0,76255170.0,,,,0.0,,,1056698.0,,5103952.0,,0.0,1842992.0,,,,,77383680.0,,,1656128.0,,4026735.8,48846084.0,,197856.0,,,,,0.0,1148664.0,,,,37887856.0,216176.0,12340352.0,,,,,43968.0,498304.0,,,,546381.0,,,1541567200.0,1541567200.0,541374000.0,65391130.0,1000193150.0,1476176100.0,,,1744064.0,206634940.0,,,,221915.0,451793180.0,,1297056.0,0.0,,,0.0,,,,3386258000.0,,,11263136.0,,40627950.0,10585296.0,,,13505504.0,,6686800.0,,32180912.0,,79347580.0,,3589538.0,,,,,,310036.0,,358060.0,,,,,,,560309.0,1219341.0,72520240.0,,0.0,,,2506176.0,,,,,0.0,,67871940.0,,15956720.0,557364.0,,104285.0,,,,,,,,30594400.0,,3990096.0,,,542272.0,,248362530.0,1845232000.0,1843575900.0,146911740.0,1003165.0,605116.0,7727376.0,3438857700.0,32180746.0,32180744.0,,,,,,,0.0,,3616368.0,84272.0,47837184.0,3030128.0,,10006384.0,33038486.0,,,,,,,,,,,,3068902.0,,0.0,0.0,,12184369.0,875344.0,,,27776784.0,24332624.0,24332624.0,55731.0,,18389616.0,,,,,14642477.0,7232736.0,,3993760.0,176727.0,,,,,1656128.0,,2451216.0,452467.0,,0.0,,10492979.0,,475982900.0,1698320300.0,227222800.0,,1405411.0,,384720.0,3279280.0,,3687220200.0,,,1568192.0
1925,,32184576.0,32184578.0,,32976.0,0.0,,,,,11237488.0,117754.0,,215441520.0,198872910.0,129401760.0,29631932.0,18990512.0,705855.0,,,,,1487570.0,78039540.0,,,,0.0,,,1159997.0,,5375088.0,,0.0,1810016.0,,,,,75247570.0,,,1945584.1,,3799568.0,45954840.0,,443344.0,,,,,0.0,1260953.0,,,,35656060.0,172208.0,10720864.0,,,,,69616.0,553264.0,,,,539270.0,,,1526838700.0,1526838700.0,515099650.0,65442544.0,1011739000.0,1461396100.0,,,1711088.0,213827380.0,,,,219027.0,458065950.0,,1978560.0,0.0,,,0.0,,,,3434206200.0,,,10130960.0,,40084930.0,11079936.0,,,14201664.0,,6034608.0,,30968128.0,,82011310.0,,3542819.0,,,,,,306001.0,,353400.0,,,,,,,553016.0,1772412.0,73270630.0,,0.0,,,2964176.0,,,,,0.0,,57085120.0,,16568607.0,550110.0,,114479.0,,,,,,,,33591550.0,,4089024.0,,,644864.0,,253687180.0,1892463700.0,1890518000.0,134278270.0,1600204.0,664270.0,7595472.0,3473346600.0,33720956.0,33720956.0,,,,,,,0.0,,4785184.0,84272.0,48075344.0,3121728.0,,11710144.0,32608482.0,,,,,,,,,,,,3368906.0,,0.0,0.0,,11466645.0,960914.0,,,28952928.0,26384464.0,26384464.0,88900.0,,19052800.0,,,,,13119573.0,7536848.0,,4488400.0,174426.0,,,,,1945584.0,,2366944.0,446578.0,,0.0,,10356411.0,,449657100.0,1758185500.0,217784700.0,,1387119.0,,674176.0,3616368.0,,3727033600.0,,,1828336.0
1926,,34437936.0,34437936.0,,40304.0,0.0,,,,,11259472.0,170613.0,33394.0,218809420.0,200742240.0,135206670.0,29587222.0,18620448.0,1022714.0,,,,,2155342.0,77684130.0,,,,0.0,,6736.0,1129516.0,,5477680.0,,0.0,1780704.0,,,,,84755650.0,,,2558603.8,,3902160.0,43660164.0,,846384.0,,,,,0.0,1227818.0,,502586.0,,36152320.0,238160.0,10468048.0,,,,,91600.0,531280.0,,,,781349.0,,,1308494000.0,1308494000.0,330560450.0,84189410.0,977933500.0,1224304500.0,,,1597504.0,213732110.0,,,,317348.0,413236900.0,,1821008.0,0.0,,,0.0,,,,3354911000.0,,,11772432.0,,39942580.0,11098256.0,,,15059040.0,,8097440.0,,35841250.0,,82604880.0,,5133195.0,,,,,,443365.0,,512042.0,,,,,,,801266.0,1956383.0,79956660.0,,0.0,,,3400192.0,,,,,0.0,,44686144.0,,18067184.0,797055.0,,111471.0,,,,,,,,34328016.0,,4272224.0,,,875696.0,,282772800.0,2038048900.0,2035490200.0,132000390.0,1718223.0,646814.0,6360704.0,3378258000.0,33859450.0,33859450.0,,,,,,,0.0,,4733888.0,51296.0,48130304.0,3136384.0,,14502112.0,47246468.0,,,,,,,,,,,,3280380.0,,0.0,0.0,55648.0,11626238.0,935664.0,,,30429520.0,27381072.0,27381072.0,95457.0,,18378624.0,,,,,12769362.0,7456240.0,,4752208.0,252727.0,,,,,1960240.0,,3008144.0,647047.0,,0.0,,15005415.0,,246371020.0,1906048500.0,224200000.0,,2009798.0,,1069888.0,3422176.0,,3661030400.0,,,2322976.0
1927,,33840704.0,33840704.0,,58624.0,0.0,,,,,13373600.0,212118.0,35759.0,236791950.0,216672930.0,149099580.0,31269102.0,20122688.0,1271508.0,,,,,2679670.0,90475150.0,,,,0.0,,7213.0,1276279.0,,6074912.0,,0.0,1817344.0,,,,,91999380.0,,,2740211.0,,3876512.0,45808580.0,,824400.0,,,,,0.0,1387355.0,,538178.0,,38797210.0,230832.0,13325968.0,,,,,234496.0,567920.0,,,,971427.0,,,1670274800.0,1670274800.0,570904600.0,104169624.0,1099370200.0,1566105100.0,,,2850592.0,213039620.0,,,,394549.0,481185800.0,,2315648.0,0.0,,,0.0,,,,3673273300.0,,,13087808.0,,41883788.0,12886288.0,,,16700512.0,139232.0,6730768.0,,40384610.0,,89482210.0,,6381941.0,,,,,,551221.0,,636606.0,,,,,,,996189.0,2055504.0,88606390.0,,0.0,,,3378208.0,,,,,0.0,,31796192.0,,20119024.0,990953.0,,125955.0,,,43968.0,,,,,37966370.0,,4495728.0,,,967296.0,,314586300.0,1989375000.0,1986634800.0,126535784.0,1780704.0,730858.0,8667718.0,3681542100.0,35764830.0,35764830.0,,,,,,,0.0,,4682592.0,40304.0,60668510.0,3631024.0,,16125263.0,58740064.0,,,,,,,,,,,,3706617.0,,0.0,0.0,59589.0,12476808.0,1057240.0,,,29561152.0,30081440.0,30081440.0,98928.0,,21445392.0,,,,,17874824.0,8595744.0,,4928080.0,314207.0,,,,,2099472.0,,3279280.0,804453.0,,0.0,,18655766.0,,466734980.0,1862839200.0,232186180.0,,2498720.0,,1014928.0,3957120.0,,3996128800.0,,,2410912.0
1928,,34770320.0,34770316.0,,73072.0,0.0,,,,,12738777.0,232911.0,82747.0,248391970.0,227298540.0,160727550.0,29018580.0,21190466.0,1399527.0,,,,3664.0,2969363.0,88246130.0,,,,0.0,3664.0,16692.0,1449889.0,,5927995.0,,0.0,2139330.0,,,,,93776640.0,,,4717997.5,,3656226.0,47591444.0,,1348352.0,,,,,0.0,1554747.0,,1245358.0,,40848796.0,281950.0,12557042.0,,,,,472656.0,868010.0,,,,1091104.0,,,1676897500.0,1676897500.0,551712200.0,114072504.0,1125185400.0,1562825100.0,,,3127927.0,211619150.0,,,,433422.0,505010900.0,,2373678.0,0.0,,,0.0,,,,3641642200.0,,,13749268.0,,40072960.0,14831872.0,,,17678800.0,289456.0,6485280.0,,38148140.0,,92390570.0,,7108807.0,,,,,,613717.0,,702488.0,,,,,,,1096520.0,2355329.0,95506010.0,,0.0,,,3806896.0,,,,,0.0,,24082610.0,,21093410.0,1100362.0,,143057.0,,29074.0,21925.0,3158368.0,,,,38006670.0,,4714737.0,,,967296.0,,340441920.0,1953542300.0,1948824200.0,122577250.0,2051454.1,793884.0,8453624.0,3638321400.0,33733316.0,33733316.0,,,,,,,0.0,,5378544.0,80341.0,62888132.0,3993463.0,,18271030.0,65255584.0,,,,,,,,,,,,4218736.0,,0.0,0.0,137889.0,13136579.0,1194844.0,,,29623440.0,31427830.0,31427832.0,113970.0,,21508768.0,,,,,16244894.0,8963252.0,,4202608.0,347873.0,,,,,3231648.0,,3125154.0,879286.0,,0.0,,20724754.0,,437639700.0,1830965000.0,239242980.0,,2685040.0,,1901616.0,5297490.0,,3978763300.0,,,2905552.0
1929,,35801616.0,35801620.0,,80381.0,0.0,,,,,13130350.0,250873.0,103410.0,258343380.0,237400210.0,168353660.0,26906062.0,24172726.0,1508104.0,,,,3664.0,3199466.0,96954620.0,,,,0.0,10992.0,20860.0,1581096.0,,6345662.0,,0.0,2483568.0,,,,,99030050.0,,,5450992.0,,4015150.0,48281828.0,,1289728.0,,,,,0.0,1718700.0,,1556350.0,,45694980.0,303874.0,15125417.0,,,,,600896.0,922615.0,,,,1172884.0,,,1820403000.0,1820403000.0,584671900.0,123998060.0,1235731100.0,1696404900.0,,,3351431.0,234282100.0,,,,466791.0,539234750.0,,2703408.0,0.0,,,0.0,,,,3916690400.0,,,15112366.0,,41707876.0,18539246.0,,,17022944.0,370064.0,9999056.0,,44027132.0,,94880340.0,,7657423.0,,,,,,661115.0,,756179.0,,,,,,,1181685.0,2671693.0,98145640.0,,0.0,,,4114672.2,,,,,0.0,,22147958.0,,20943156.0,1185066.0,,156037.0,,32708.998,10903.0,3048448.0,,,,41266770.0,,4894302.0,,,930656.0,,362289060.0,2090135200.0,2084684300.0,126629000.0,2356916.0,905411.0,9520614.0,3908619000.0,31800364.0,31800362.0,,,,,,,0.0,,7082304.0,69302.0,72689690.0,3967755.0,,20491474.0,70275020.0,,,,,,,,,,,,4591877.0,,0.0,0.0,172323.0,14695066.0,1309743.0,,,30768816.0,34424330.0,34424330.0,130940.01,,23969846.0,,,,,19369774.0,10263735.0,,4191616.0,374708.0,,,,,3594384.0,,3550149.0,947530.0,,0.0,,22319742.0,,460673800.0,1963506200.0,253379180.0,,2889437.0,,1949248.0,5323049.0,,4270907600.0,,,2751664.0
1930,,33695670.0,33695670.0,,84005.0,0.0,,,,,12767495.0,342566.0,134573.0,257919020.0,235023260.0,165961070.0,25899494.0,18863498.0,2058126.0,,,,7328.0,4357852.0,93672490.0,,,,0.0,10992.0,27146.0,1487958.0,,5513964.0,,0.0,2402871.0,,,,,94347740.0,,,6064345.0,,3850211.0,49558456.0,,652192.0,,,,,0.0,1617456.0,,2025363.0,,40312584.0,388117.0,13806466.0,,,,,677840.0,1021042.0,,,,1587757.0,,,1721389300.0,1721389200.0,598013700.0,156940080.0,1123375500.0,1564449200.0,,,2648241.0,237634190.0,,,,637101.0,462091780.0,,2853542.0,0.0,,,0.0,,,,3550817300.0,,,12514887.0,,42399496.0,18084938.0,,,18514192.0,370064.0,9552048.0,39977.0,39549784.0,,86165784.0,,10403240.0,,,,,,898476.0,,1033721.0,,,,,,,1613597.0,2620561.0,109663090.0,,0.0,,,3671328.0,,,,,0.0,,20379168.0,,22895772.0,1611521.0,,146846.0,,40007.0,10903.0,3085088.0,,,,40779430.0,,4865019.0,,,937984.0,,401218300.0,1865707500.0,1859643300.0,120791256.0,2221541.0,852075.0,8726636.0,3537380000.0,30764512.0,30764512.0,,,,,,,0.0,,5624151.0,87520.0,56565140.0,4323133.0,,23242812.0,95533810.0,,,,,,,,,,,,4321381.0,,0.0,0.0,224254.0,12908804.0,1232589.0,,,28722096.0,29122492.0,29122492.0,123419.0,,23636364.0,,,,,18932354.0,9556195.0,,4242912.0,510272.97,,,,,3645680.0,,3971538.0,1296308.0,,0.0,,30345806.0,,441073630.0,1744916200.0,275470530.0,,3964873.0,,25648.0,5271813.0,,3938598400.0,,,2491520.0
1931,,29463712.0,29463714.0,,98619.0,0.0,,,,,12843815.0,411900.0,111780.0,248672340.0,226396020.0,157916660.0,22551372.0,18102606.0,2474113.0,,,,3664.0,5235599.0,84122810.0,,,,0.0,7328.0,22548.0,1375411.0,,4168949.2,,0.0,2274928.0,,,,,75849256.0,,,5080670.5,,2927120.0,51904660.0,,329760.0,,,,,0.0,1472474.0,,1682312.0,,37720348.0,248974.0,14320526.0,,,,,765776.0,1006619.0,,,,1905998.0,,,1606790700.0,1606790500.0,595053700.0,182841230.0,1011736900.0,1423949300.0,,,3011154.0,217493550.0,,,,766080.0,385964900.0,,2728878.0,0.0,,,0.0,,,,3117287400.0,,,11188667.0,,38851024.0,16894168.0,,,17924288.0,366400.0,9841504.0,39977.0,34172700.0,,77904010.0,,12494756.0,,,,,,1079111.0,,1242441.0,3634.0,,,,,,1939512.0,2616956.0,111019960.0,,0.0,,,2707696.0,,,,,0.0,,16751808.0,,22276318.0,1936058.0,,135704.0,,90981.0,10903.0,2934864.0,,,,44956480.0,,4238625.0,,,883024.0,,421260670.0,1582640900.0,1577560200.0,97681736.0,2353445.0,747363.0,8086297.0,3098642700.0,26789996.0,26789996.0,,,,,,,0.0,,4499273.0,80222.0,54825896.0,3920094.0,,25848718.0,114771160.0,,,,,,,,,,,,4003131.0,,0.0,0.0,186270.0,12075188.0,1132586.0,,,25567392.0,25545738.0,25545736.0,130747.01,,22530666.0,,,,,18944282.0,10094537.0,3634.0,3773920.0,613142.0,,29074.0,,,3074096.0,,3938384.0,1559170.0,,0.0,,36455972.0,,412212450.0,1484959100.0,288956260.0,,4777606.0,,3717.0,4656320.0,,3519903200.0,,,1557200.0
1932,,26622752.0,26622752.0,,113227.0,0.0,,,,,13100443.0,463408.0,109356.0,248757810.0,224221060.0,162359180.0,23050902.0,15171198.0,2784092.0,,,,3664.0,5893972.0,67713210.0,,,,0.0,14656.0,22060.0,1253960.0,,4169037.8,,0.0,2637515.0,,,,,70206600.0,,,5216779.5,,2894114.0,50269150.0,,80608.0,,,,,0.0,1345789.0,,1645836.0,,32876820.0,51237.0,13426895.0,,,,,710816.0,951659.0,,,,2145405.0,,,1493113600.0,1493113600.0,598941400.0,203041680.0,894172160.0,1290071800.0,,,3022177.0,191775420.0,,,,862101.0,347485760.0,,2681246.0,0.0,,,0.0,,,,2750856200.0,,,10210766.0,,36129476.0,16586601.0,,,20089712.0,373728.0,6426656.0,50880.0,28064604.0,,77980500.0,,14079796.0,,,,,,1215800.0,,1396848.0,10903.0,,,,,,2181629.0,2897794.0,115340536.0,,0.0,,,1795360.0,,,,,0.0,,16194880.0,,24536768.0,2181068.0,,123727.0,,149333.0,62199.0,2978832.0,,,,41416816.0,,3538830.0,,,677840.0,,443572540.0,1349432400.0,1344215600.0,91618260.0,2773455.0,688426.0,8643426.0,2729903900.0,26589732.0,26589730.0,,,,,,,0.0,,4107255.0,87480.0,41977020.0,3388725.0,,27358226.0,129313620.0,,,,,,,,,,,,3648313.0,,0.0,0.0,182231.0,10523033.0,1033651.94,,,23455768.0,28960146.0,28960146.0,154081.0,,21175820.0,,,,,18736918.0,10222985.0,10903.0,3594384.0,690359.0,,25440.0,,,3253632.0,,4000642.8,1753152.0,,0.0,,41072190.0,,395899700.0,1257814100.0,304359780.0,76320.0,5370626.0,,3806896.0,4626949.0,,3173476400.0,,,1161488.0
1933,,28491132.0,28491130.0,7328.0,120615.0,0.0,,,,,13232287.0,518652.97,117021.0,273053950.0,245846320.0,183475420.0,24781530.0,14229847.0,3114299.0,,10992.0,,3664.0,6586388.0,72656570.0,,,,0.0,43968.0,23606.0,1160251.0,,4722005.0,,3664.0,2348148.0,,,,,69482550.0,,,6167532.0,,4092123.0,54111180.0,,534944.0,,,,,0.0,1244546.0,,1761196.0,,30065584.0,3634.0,13371371.0,,,,,725472.0,870873.0,,,,2396647.0,,,1537479300.0,1537479300.0,615639700.0,223485220.0,921839600.0,1313994100.0,,,3223666.0,199387060.0,,,,964953.0,364980800.0,,2300188.0,0.0,,,0.0,,,,2883179800.0,,,10005641.0,,35467340.0,17861704.0,,,22086592.0,351744.0,9266256.0,65417.0,30473790.0,,91342500.0,,15726908.0,,,,,,1358029.0,,1559434.0,14537.0,,,,,,2439893.0,3342849.0,122127500.0,,0.0,3634.0,,1590176.0,,,,,0.0,,16740816.0,,27207616.0,2437588.0,,114479.0,,175070.0,51213.0,2997152.0,,,,38569470.0,,3546040.0,,,633872.0,,479907460.0,1441267700.0,1435100200.0,92390900.0,3269831.0,635427.0,9179236.0,2861610800.0,28327570.0,28327570.0,,,,,,,0.0,,6661033.0,76558.0,43204224.0,3996770.0,,27310566.0,144521200.0,,,,,,,,,,,,3376002.0,,0.0,0.0,195004.0,9629337.0,956155.0,,,25331648.0,32898528.0,32898528.0,181657.0,,18706372.0,,,,,19517262.0,9566704.0,14537.0,4195280.0,771751.0,,21806.0,,,4067040.0,18171.0,4663797.0,1962910.0,,0.0,,45900596.0,,392154500.0,1348876800.0,332844400.0,65417.0,6034538.0,,2821280.0,4275442.0,,3341518300.0,,,1282400.0
1934,,32539280.0,32539280.0,7328.0,138846.0,0.0,,,,,14239680.0,626746.0,129408.0,309595840.0,277244060.0,207602180.0,26208724.0,13753408.0,3763879.0,,120912.0,,3664.0,7964323.0,74957770.0,,,,0.0,73167.0,26104.0,1207675.0,,4622661.0,,43968.0,2439749.0,,,,,79913280.0,,,7100292.0,,4828321.0,62382628.0,,736167.0,,,,,0.0,1295249.0,,1947615.0,,30033388.0,18290.0,14641888.0,,,,,732800.0,823211.0,,,,2898490.0,,,1682513900.0,1682513900.0,689004400.0,265800750.0,993509500.0,1416713200.0,,,3952535.0,201350060.0,,,,1166152.0,408619780.0,,2831262.0,0.0,,,0.0,,,,3097462500.0,,,10573383.0,,39611030.0,19235554.0,,,23493568.0,2865248.0,9482432.0,69051.0,39660990.0,,101202820.0,,19026888.0,,,,,,1642899.0,,1882892.0,,,,,,,2948593.0,4450871.0,139568220.0,,0.0,7269.0,,1733072.0,,,,,0.0,,18891584.0,,32351782.0,2948397.0,,119159.0,,189785.0,65893.0,3063104.0,,,,38627948.0,,3982768.0,,,699824.0,,561344800.0,1542143700.0,1535043500.0,105905160.0,4348516.0,661521.0,9485086.0,3072897000.0,30191492.0,30191492.0,,,,,,,0.0,,6748910.0,87550.0,45214510.0,4095608.2,,31659346.0,174815940.0,,,,,,,,,,,,3513932.0,,0.0,0.0,215645.0,9616999.0,995270.0,,,28870568.0,37257450.0,37257450.0,241584.0,,20245432.0,,,,,21732500.0,9555712.0,10903.0,4173296.0,933209.0,,25440.0,,,4777856.0,18171.0,5792101.0,2370975.0,,0.0,,55521680.0,,423203650.0,1436238600.0,392733920.0,50880.0,7282014.0,,5224864.0,4282741.0,,3634241800.0,,,1707424.0
1935,,35909544.0,35909540.0,18320.0,131644.0,0.0,,,,,13997231.0,708371.0,144989.0,337246800.0,301561200.0,223207600.0,28957930.0,13921714.0,4254846.0,,531280.0,,,9010702.0,71640630.0,,,,0.0,69586.0,29248.0,1264169.0,,5509171.0,,25648.0,2472784.0,,,,,78795750.0,,,7687264.5,,5110122.0,72645970.0,,2403287.0,,,,,0.0,1354127.0,,2182122.0,,30919224.0,32946.0,15250171.0,,,,,784037.0,745911.0,,,,3282067.0,,,1767221900.0,1767221900.0,727214600.0,298107700.0,1040007230.0,1469114100.0,,,3516342.0,195372340.0,,,,1318160.0,452332830.0,,2911779.0,0.0,,,0.0,,,,3214621000.0,,,11078807.0,,41393200.0,20001212.0,,,23339680.0,5723168.0,9533728.0,90857.0,45376240.0,,106382490.0,,21543140.0,,,,,,1860036.0,,2130349.0,50880.0,,,,,,3332993.0,5213403.0,150384200.0,,0.0,3634.0,,1806352.0,,,,,0.0,,21426062.0,,35685544.0,3337154.0,,124730.0,,233723.0,47573.0,3026464.0,,,,37265090.0,,4150807.0,,,696160.0,,623794100.0,1600230000.0,1592542800.0,107909080.0,5114713.0,688495.0,9781810.0,3191004400.0,33108736.0,33108736.0,,,,,,,0.0,,7166546.0,98482.0,46148330.0,4377618.0,,31530840.0,197881650.0,,,,,,,,,,,,3679102.0,,0.0,0.0,241610.0,9899184.0,1041206.94,,,32156788.0,41081412.0,41081412.0,284151.0,,22454852.0,,,,,22864024.0,9475104.0,14537.0,4363824.0,1055813.0,,25440.0,,,5089296.0,18171.0,5935145.0,2677934.0,,0.0,,62846468.0,,429106900.0,1492320900.0,444550530.0,50880.0,8212237.5,,5990551.0,4762754.0,,3814798300.0,,,1842992.0
1936,,39015950.0,39015956.0,128209.99,51029.0,0.0,,,,,15095986.0,810891.0,157577.0,364124260.0,324793120.0,247962530.0,31513688.0,13591954.0,4871674.0,,1949248.0,,,10326938.0,75003560.0,,,,0.0,43938.0,31787.0,1246613.0,,5145960.0,,76944.0,2513058.0,,,,,86163110.0,,,8565007.0,,5025998.0,75477250.0,,2784225.0,,,,,0.0,1338353.0,,2371570.0,,33594170.0,40274.0,15777639.0,,,,,875696.0,727769.0,,,,3765745.0,,,1876986400.0,1876986400.0,793115650.0,339319700.0,1083870700.0,1537666700.0,,,4963383.0,198079070.0,,,,1509093.0,499634430.0,,3366087.0,0.0,,,0.0,,,,3528441600.0,,,11899810.0,21984.0,40684480.0,21767288.0,,,25552736.0,5792784.0,10145616.0,76320.0,31989586.0,,116849070.0,,24711372.0,,,,,,2133422.0,,2437150.0,58149.0,,,,,,3815925.0,6123519.0,163900600.0,,0.0,,,2048176.0,,,,,0.0,,21960858.0,,39331136.0,3826348.0,,123003.0,,211858.0,51237.0,3110736.0,,,,39892000.0,,4176335.8,,,787760.0,,685346370.0,1830100700.0,1821535600.0,116688980.0,6002934.0,685242.0,10441182.0,3500167400.0,35690024.0,35690020.0,,,,,,,0.0,,7404647.0,120377.0,49895770.0,4128347.0,,33154018.0,226908880.0,,,,,,,,,,7328.0,,3626772.0,,0.0,0.0,262586.0,10755026.0,1027729.06,,,35251944.0,39596510.0,39596510.0,333496.0,,8054700.0,,,,,25047560.0,9920062.0,29074.0,4733888.0,1210016.0,,29074.0,,,5741488.0,25440.0,5865499.0,3063163.0,,0.0,,72064480.0,,453795970.0,1713411700.0,487016200.0,54514.0,9376972.0,,3165547.0,5872798.0,,4185513700.0,,,1868640.0
